image_id,abnormality_id,abnormality_type,x_centre,y_centre,width_scaled,height_scaled
IMG_01594,IMG_01594_annotation_000,Road patch failure,0.5151,0.3954,0.254,0.2066
IMG_01595,IMG_01595_annotation_000,Surface depression,0.4847,0.459,0.3472,0.3292
IMG_01596,IMG_01596_annotation_000,Surface depression,0.5191,0.4506,0.2882,0.225
IMG_01597,IMG_01597_annotation_000,Surface depression,0.5521,0.5312,0.293,0.4403
IMG_01598,IMG_01598_annotation_000,Surface depression,0.4646,0.5375,0.5153,0.5167
IMG_01599,IMG_01599_annotation_000,Pothole,0.55,0.5694,0.376,0.5917
IMG_01600,IMG_01600_annotation_000,Pothole,0.4213,0.6181,0.8426,0.7639
IMG_01601,IMG_01601_annotation_000,Surface depression,0.4849,0.5447,0.4645,0.2447
IMG_01601,IMG_01601_annotation_001,Surface depression,0.8816,0.1566,0.2368,0.1316
IMG_01602,IMG_01602_annotation_000,Pothole,0.4259,0.7646,0.8519,0.4708
IMG_01602,IMG_01602_annotation_001,Pothole,0.5352,0.259,0.4333,0.1208
IMG_01602,IMG_01602_annotation_002,Pothole,0.487,0.1327,0.2444,0.0764
IMG_01603,IMG_01603_annotation_000,Pothole,0.6403,0.7278,0.6815,0.3583
IMG_01603,IMG_01603_annotation_001,Pothole,0.6276,0.4076,0.324,0.1458
IMG_01603,IMG_01603_annotation_002,Pothole,0.6922,0.2167,0.3739,0.0944
IMG_01603,IMG_01603_annotation_003,Pothole,0.2246,0.3611,0.4248,0.2833
IMG_01604,IMG_01604_annotation_000,Surface depression,0.5044,0.4389,0.3709,0.2944
IMG_01604,IMG_01604_annotation_001,Manhole,0.87,0.5451,0.26,0.2931
IMG_01605,IMG_01605_annotation_000,Pothole,0.5092,0.5097,0.9816,0.6528
IMG_01606,IMG_01606_annotation_000,Road patch failure,0.5125,0.4619,0.1934,0.1684
IMG_01606,IMG_01606_annotation_001,Surface depression,0.3151,0.0849,0.3829,0.1329
IMG_01607,IMG_01607_annotation_000,Surface depression,0.502,0.5401,0.3434,0.1303
IMG_01608,IMG_01608_annotation_000,Surface depression,0.5026,0.3546,0.2579,0.1987
IMG_01608,IMG_01608_annotation_001,Road patch failure,0.4579,0.848,0.1553,0.125
IMG_01609,IMG_01609_annotation_000,Surface depression,0.4901,0.4994,0.3908,0.4013
IMG_01610,IMG_01610_annotation_000,Surface depression,0.4862,0.4796,0.325,0.2908
IMG_01611,IMG_01611_annotation_000,Surface depression,0.4994,0.5566,0.396,0.2289
IMG_01612,IMG_01612_annotation_000,Road patch failure,0.4236,0.666,0.2695,0.3208
IMG_01612,IMG_01612_annotation_001,Road patch failure,0.541,0.1389,0.1708,0.1889
IMG_01613,IMG_01613_annotation_000,Pothole,0.5013,0.4335,0.3053,0.1566
IMG_01613,IMG_01613_annotation_001,Surface depression,0.3099,0.1842,0.2224,0.1868
IMG_01613,IMG_01613_annotation_002,Surface depression,0.0566,0.1743,0.1132,0.1329
IMG_01614,IMG_01614_annotation_000,Surface depression,0.5702,0.425,0.8597,0.2278
IMG_01615,IMG_01615_annotation_000,Surface depression,0.5191,0.4263,0.346,0.2158
IMG_01616,IMG_01616_annotation_000,Road patch failure,0.4556,0.3847,0.1667,0.1472
IMG_01617,IMG_01617_annotation_000,Surface depression,0.4979,0.4472,0.4375,0.2333
IMG_01618,IMG_01618_annotation_000,Surface depression,0.479,0.4263,0.2605,0.1632
IMG_01619,IMG_01619_annotation_000,Surface depression,0.4316,0.3776,0.1947,0.1632
IMG_01619,IMG_01619_annotation_001,Surface depression,0.4066,0.5947,0.2342,0.2342
IMG_01619,IMG_01619_annotation_002,Surface depression,0.727,0.8507,0.3039,0.2987
IMG_01620,IMG_01620_annotation_000,Surface depression,0.3967,0.3934,0.2408,0.2079
IMG_01620,IMG_01620_annotation_001,Surface depression,0.5467,0.5915,0.1987,0.2934
IMG_01621,IMG_01621_annotation_000,Road patch failure,0.4771,0.3889,0.157,0.1195
IMG_01621,IMG_01621_annotation_001,Crack,0.5979,0.8285,0.218,0.2736
IMG_01622,IMG_01622_annotation_000,Surface depression,0.4271,0.4486,0.4153,0.2195
IMG_01622,IMG_01622_annotation_001,Surface depression,0.7667,0.6361,0.2195,0.175
IMG_01623,IMG_01623_annotation_000,Surface depression,0.6619,0.4092,0.4447,0.3079
IMG_01624,IMG_01624_annotation_000,Road patch failure,0.3604,0.4639,0.4736,0.1555
IMG_01625,IMG_01625_annotation_000,Surface depression,0.6465,0.4486,0.3042,0.2306
IMG_01625,IMG_01625_annotation_001,Surface depression,0.3333,0.2542,0.45,0.1028
IMG_01626,IMG_01626_annotation_000,Surface depression,0.4785,0.5139,0.3903,0.2056
IMG_01626,IMG_01626_annotation_001,Road patch failure,0.8861,0.6528,0.2278,0.1889
IMG_01627,IMG_01627_annotation_000,Surface depression,0.4667,0.55,0.4305,0.2667
IMG_01628,IMG_01628_annotation_000,Surface depression,0.5347,0.4417,0.3555,0.1472
IMG_01628,IMG_01628_annotation_001,Surface depression,0.5118,0.9139,0.9764,0.1722
IMG_01628,IMG_01628_annotation_002,Surface depression,0.532,0.7,0.4694,0.1722
IMG_01629,IMG_01629_annotation_000,Surface depression,0.4132,0.4681,0.3736,0.2472
IMG_01630,IMG_01630_annotation_000,Road patch failure,0.4611,0.5153,0.5,0.4222
IMG_01631,IMG_01631_annotation_000,Surface depression,0.5592,0.4796,0.3605,0.3434
IMG_01632,IMG_01632_annotation_000,Surface depression,0.5197,0.5158,0.371,0.3026
IMG_01633,IMG_01633_annotation_000,Surface depression,0.4947,0.4704,0.429,0.354
IMG_01634,IMG_01634_annotation_000,Surface depression,0.5224,0.4599,0.3658,0.2197
IMG_01635,IMG_01635_annotation_000,Surface depression,0.4486,0.5993,0.225,0.3653
IMG_01636,IMG_01636_annotation_000,Surface depression,0.4764,0.4673,0.2361,0.2625
IMG_01637,IMG_01637_annotation_000,Surface depression,0.4965,0.5292,0.332,0.25
IMG_01638,IMG_01638_annotation_000,Surface depression,0.5033,0.5178,0.3013,0.1934
IMG_01638,IMG_01638_annotation_001,Surface depression,0.3322,0.1803,0.0776,0.05
IMG_01638,IMG_01638_annotation_002,Surface depression,0.6375,0.2066,0.1171,0.0474
IMG_01639,IMG_01639_annotation_000,Surface depression,0.4979,0.3632,0.3292,0.2319
IMG_01640,IMG_01640_annotation_000,Surface depression,0.4678,0.5592,0.3697,0.2526
IMG_01641,IMG_01641_annotation_000,Road patch failure,0.4111,0.75,0.2417,0.3361
IMG_01641,IMG_01641_annotation_001,Road patch failure,0.5083,0.2847,0.1417,0.1667
IMG_01641,IMG_01641_annotation_002,Road patch failure,0.7431,0.7465,0.3222,0.507
IMG_01642,IMG_01642_annotation_000,Surface depression,0.5329,0.5625,0.3369,0.3145
IMG_01642,IMG_01642_annotation_001,Surface depression,0.2605,0.2263,0.1789,0.1132
IMG_01643,IMG_01643_annotation_000,Surface depression,0.4868,0.4798,0.2153,0.1625
IMG_01644,IMG_01644_annotation_000,Surface depression,0.5599,0.4816,0.5171,0.6842
IMG_01645,IMG_01645_annotation_000,Surface depression,0.4729,0.5153,0.3625,0.2889
IMG_01646,IMG_01646_annotation_000,Surface depression,0.5417,0.4611,0.4445,0.1417
IMG_01647,IMG_01647_annotation_000,Surface depression,0.4764,0.5736,0.2333,0.1611
IMG_01648,IMG_01648_annotation_000,Surface depression,0.4792,0.4951,0.275,0.1431
IMG_01649,IMG_01649_annotation_000,Pothole,0.525,0.43,0.366,0.316
IMG_01649,IMG_01649_annotation_001,Pothole,0.2615,0.2767,0.129,0.1027
IMG_01649,IMG_01649_annotation_002,Pothole,0.7965,0.738,0.125,0.1507
IMG_01650,IMG_01650_annotation_000,Pothole,0.4609,0.7243,0.5781,0.5514
IMG_01651,IMG_01651_annotation_000,Pothole,0.4778,0.526,0.6533,0.4067
IMG_01652,IMG_01652_annotation_000,Pothole,0.4965,0.436,0.401,0.3173
IMG_01653,IMG_01653_annotation_000,Surface depression,0.5046,0.5131,0.2803,0.1816
IMG_01654,IMG_01654_annotation_000,Pothole,0.6349,0.584,0.5545,0.5958
IMG_01655,IMG_01655_annotation_000,Surface depression,0.5074,0.4896,0.6296,0.6569
IMG_01656,IMG_01656_annotation_000,Surface depression,0.4165,0.4638,0.5434,0.3329
IMG_01656,IMG_01656_annotation_001,Surface depression,0.4585,0.1066,0.1776,0.1421
IMG_01657,IMG_01657_annotation_000,Pothole,0.4888,0.502,0.594,0.716
IMG_01658,IMG_01658_annotation_000,Road patch failure,0.3833,0.4361,0.4667,0.375
IMG_01658,IMG_01658_annotation_001,Road patch failure,0.8583,0.8577,0.2833,0.2847
IMG_01659,IMG_01659_annotation_000,Surface depression,0.493,0.4577,0.2472,0.218
IMG_01660,IMG_01660_annotation_000,Surface depression,0.334,0.5132,0.4236,0.1958
IMG_01660,IMG_01660_annotation_001,Surface depression,0.7694,0.4486,0.3361,0.2195
IMG_01661,IMG_01661_annotation_000,Surface depression,0.4915,0.4763,0.1882,0.1447
IMG_01662,IMG_01662_annotation_000,Road patch failure,0.5342,0.4559,0.2053,0.2276
IMG_01663,IMG_01663_annotation_000,Surface depression,0.5171,0.4974,0.1684,0.1553
IMG_01663,IMG_01663_annotation_001,Surface depression,0.4645,0.3145,0.3421,0.1526
IMG_01664,IMG_01664_annotation_000,Surface depression,0.4681,0.5312,0.4778,0.2736
IMG_01665,IMG_01665_annotation_000,Surface depression,0.523,0.4204,0.2697,0.2276
IMG_01666,IMG_01666_annotation_000,Surface depression,0.5333,0.5458,0.2687,0.1917
IMG_01667,IMG_01667_annotation_000,Road patch failure,0.4722,0.3771,0.3805,0.2125
IMG_01667,IMG_01667_annotation_001,Surface depression,0.5,0.8889,1,0.2222
IMG_01668,IMG_01668_annotation_000,Pothole,0.5098,0.491,0.8151,0.8597
IMG_01669,IMG_01669_annotation_000,Pothole,0.5,0.4907,1,0.6213
IMG_01670,IMG_01670_annotation_000,Surface depression,0.4896,0.5,0.2708,0.2389
IMG_01671,IMG_01671_annotation_000,Surface depression,0.5521,0.409,0.3903,0.2542
IMG_01672,IMG_01672_annotation_000,Road patch failure,0.4951,0.4202,0.2903,0.2042
IMG_01673,IMG_01673_annotation_000,Surface depression,0.4771,0.5611,0.318,0.225
IMG_01674,IMG_01674_annotation_000,Surface depression,0.4875,0.504,0.2355,0.2
IMG_01674,IMG_01674_annotation_001,Surface depression,0.2118,0.2776,0.2553,0.221
IMG_01675,IMG_01675_annotation_000,Road patch failure,0.516,0.5077,0.1708,0.2125
IMG_01675,IMG_01675_annotation_001,Road patch failure,0.0868,0.466,0.1736,0.3708
IMG_01675,IMG_01675_annotation_002,Road patch failure,0.7354,0.4507,0.193,0.2458
IMG_01676,IMG_01676_annotation_000,Surface depression,0.4572,0.4612,0.3592,0.2408
IMG_01677,IMG_01677_annotation_000,Surface depression,0.7934,0.4783,0.4,0.2776
IMG_01678,IMG_01678_annotation_000,Surface depression,0.3533,0.4744,0.6934,0.4881
IMG_01679,IMG_01679_annotation_000,Surface depression,0.4965,0.4437,0.3542,0.2958
IMG_01679,IMG_01679_annotation_001,Surface depression,0.3139,0.2042,0.3139,0.1
IMG_01680,IMG_01680_annotation_000,Road patch failure,0.5604,0.5653,0.307,0.1917
IMG_01680,IMG_01680_annotation_001,Road patch failure,0.4118,0.1889,0.3931,0.1945
IMG_01681,IMG_01681_annotation_000,Surface depression,0.4417,0.6111,0.6472,0.5806
IMG_01682,IMG_01682_annotation_000,Surface depression,0.493,0.432,0.3278,0.1833
IMG_01683,IMG_01683_annotation_000,Surface depression,0.4744,0.4625,0.4171,0.3171
IMG_01684,IMG_01684_annotation_000,Surface depression,0.6217,0.5303,0.3013,0.1895
IMG_01684,IMG_01684_annotation_001,Surface depression,0.254,0.7697,0.4947,0.4053
IMG_01685,IMG_01685_annotation_000,Surface depression,0.5035,0.4458,0.4153,0.2389
IMG_01685,IMG_01685_annotation_001,Surface depression,0.4702,0.7014,0.3042,0.1694
IMG_01686,IMG_01686_annotation_000,Surface depression,0.5085,0.6046,0.3671,0.2197
IMG_01687,IMG_01687_annotation_000,Road patch failure,0.4921,0.5309,0.2395,0.1592
IMG_01688,IMG_01688_annotation_000,Miscellaneous abnormality,0.5555,0.7167,0.2472,0.2833
IMG_01689,IMG_01689_annotation_000,Surface depression,0.4658,0.4796,0.2711,0.3619
IMG_01690,IMG_01690_annotation_000,Road patch failure,0.5104,0.3382,0.2264,0.2319
IMG_01690,IMG_01690_annotation_001,Road patch failure,0.5736,0.6562,0.3417,0.3403
IMG_01691,IMG_01691_annotation_000,Pothole,0.4667,0.425,0.7864,0.4028
IMG_01692,IMG_01692_annotation_000,Surface depression,0.5165,0.5046,0.3092,0.1882
IMG_01693,IMG_01693_annotation_000,Surface depression,0.5526,0.5072,0.5605,0.3487
IMG_01694,IMG_01694_annotation_000,Surface depression,0.8967,0.5335,0.2066,0.3145
IMG_01694,IMG_01694_annotation_001,Surface depression,0.4776,0.4526,0.4131,0.2684
IMG_01695,IMG_01695_annotation_000,Surface depression,0.3722,0.5139,0.2889,0.2639
IMG_01695,IMG_01695_annotation_001,Surface depression,0.7521,0.3292,0.307,0.2555
IMG_01696,IMG_01696_annotation_000,Surface depression,0.5072,0.5836,0.3697,0.2776
IMG_01696,IMG_01696_annotation_001,Surface depression,0.452,0.1487,0.254,0.0816
IMG_01697,IMG_01697_annotation_000,Surface depression,0.5053,0.579,0.3684,0.2868
IMG_01698,IMG_01698_annotation_000,Surface depression,0.432,0.5382,0.3417,0.3625
IMG_01698,IMG_01698_annotation_001,Surface depression,0.2632,0.2611,0.2292,0.1389
IMG_01699,IMG_01699_annotation_000,Road patch failure,0.5035,0.4924,0.5486,0.1681
IMG_01700,IMG_01700_annotation_000,Surface depression,0.5224,0.4671,0.45,0.2158
IMG_01701,IMG_01701_annotation_000,Pothole,0.4042,0.5583,0.8083,0.8056
IMG_01702,IMG_01702_annotation_000,Pothole,0.5017,0.4267,0.517,0.456
IMG_01703,IMG_01703_annotation_000,Road patch failure,0.55,0.4993,0.358,0.2893
IMG_01703,IMG_01703_annotation_001,Road patch failure,0.2805,0.172,0.321,0.248
IMG_01704,IMG_01704_annotation_000,Road patch failure,0.5325,0.5066,0.2018,0.1237
IMG_01705,IMG_01705_annotation_000,Pothole,0.4991,0.4319,0.9981,0.725
IMG_01706,IMG_01706_annotation_000,Surface depression,0.4724,0.446,0.2842,0.1842
IMG_01707,IMG_01707_annotation_000,Road patch failure,0.4993,0.5764,0.2653,0.2806
IMG_01708,IMG_01708_annotation_000,Surface depression,0.4684,0.5092,0.4605,0.4816
IMG_01709,IMG_01709_annotation_000,Surface depression,0.529,0.4974,0.3974,0.1816
IMG_01709,IMG_01709_annotation_001,Surface depression,0.4085,0.1211,0.2145,0.1053
IMG_01710,IMG_01710_annotation_000,Surface depression,0.6434,0.5671,0.529,0.3605
IMG_01711,IMG_01711_annotation_000,Surface depression,0.4869,0.4566,0.3526,0.3842
IMG_01712,IMG_01712_annotation_000,Surface depression,0.4938,0.5021,0.3569,0.332
IMG_01713,IMG_01713_annotation_000,Surface depression,0.4479,0.491,0.182,0.1653
IMG_01713,IMG_01713_annotation_001,Road patch failure,0.3646,0.1729,0.132,0.1681
IMG_01714,IMG_01714_annotation_000,Road patch failure,0.4847,0.4424,0.2833,0.332
IMG_01715,IMG_01715_annotation_000,Surface depression,0.4803,0.3546,0.4184,0.4092
IMG_01716,IMG_01716_annotation_000,Surface depression,0.4285,0.5965,0.7371,0.6653
IMG_01717,IMG_01717_annotation_000,Pothole,0.5118,0.4805,0.2458,0.175
IMG_01718,IMG_01718_annotation_000,Surface depression,0.493,0.4945,0.45,0.1917
IMG_01719,IMG_01719_annotation_000,Surface depression,0.4915,0.496,0.3724,0.221
IMG_01720,IMG_01720_annotation_000,Road patch failure,0.4243,0.7423,0.2097,0.1542
IMG_01721,IMG_01721_annotation_000,Surface depression,0.4958,0.4486,0.5222,0.25
IMG_01721,IMG_01721_annotation_001,Surface depression,0.8569,0.2069,0.2861,0.1417
IMG_01722,IMG_01722_annotation_000,Surface depression,0.5369,0.4849,0.2526,0.1803
IMG_01722,IMG_01722_annotation_001,Surface depression,0.2053,0.6737,0.3026,0.2684
IMG_01723,IMG_01723_annotation_000,Road patch failure,0.5421,0.5204,0.1526,0.1776
IMG_01724,IMG_01724_annotation_000,Surface depression,0.4528,0.3805,0.3222,0.2778
IMG_01724,IMG_01724_annotation_001,Road patch failure,0.5528,0.7597,0.3278,0.1444
IMG_01725,IMG_01725_annotation_000,Road patch failure,0.4309,0.4855,0.1829,0.1421
IMG_01726,IMG_01726_annotation_000,Surface depression,0.5396,0.2542,0.3542,0.2472
IMG_01726,IMG_01726_annotation_001,Road patch failure,0.3361,0.8146,0.2778,0.3708
IMG_01727,IMG_01727_annotation_000,Surface depression,0.5487,0.4915,0.2658,0.2487
IMG_01728,IMG_01728_annotation_000,Surface depression,0.479,0.5197,0.371,0.2237
IMG_01729,IMG_01729_annotation_000,Surface depression,0.4829,0.3447,0.2316,0.5895
IMG_01730,IMG_01730_annotation_000,Surface depression,0.5437,0.4486,0.2958,0.15
IMG_01730,IMG_01730_annotation_001,Surface depression,0.4007,0.2111,0.2986,0.1945
IMG_01730,IMG_01730_annotation_002,Road patch failure,0.7181,0.6562,0.1639,0.1347
IMG_01731,IMG_01731_annotation_000,Surface depression,0.4908,0.5171,0.4737,0.2605
IMG_01732,IMG_01732_annotation_000,Surface depression,0.4862,0.4704,0.2382,0.1355
IMG_01733,IMG_01733_annotation_000,Surface depression,0.4322,0.475,0.2145,0.1974
IMG_01734,IMG_01734_annotation_000,Surface depression,0.5229,0.5361,0.2986,0.3083
IMG_01735,IMG_01735_annotation_000,Surface depression,0.4694,0.4805,0.275,0.175
IMG_01736,IMG_01736_annotation_000,Pothole,0.5184,0.5,0.7026,0.3658
IMG_01737,IMG_01737_annotation_000,Surface depression,0.4191,0.429,0.2197,0.2184
IMG_01738,IMG_01738_annotation_000,Pothole,0.4177,0.6285,0.7188,0.4847
IMG_01738,IMG_01738_annotation_001,Pothole,0.6219,0.2118,0.1187,0.0597
IMG_01738,IMG_01738_annotation_002,Surface depression,0.1708,0.2313,0.3417,0.1708
IMG_01738,IMG_01738_annotation_003,Surface depression,0.7297,0.3326,0.2969,0.0875
IMG_01739,IMG_01739_annotation_000,Surface depression,0.5401,0.5954,0.3487,0.1855
IMG_01740,IMG_01740_annotation_000,Surface depression,0.3472,0.6285,0.6944,0.6958
IMG_01740,IMG_01740_annotation_001,Road patch failure,0.8298,0.1521,0.3403,0.257
IMG_01741,IMG_01741_annotation_000,Surface depression,0.5201,0.5653,0.3736,0.8694
IMG_01742,IMG_01742_annotation_000,Pothole,0.2471,0.7707,0.4675,0.4587
IMG_01742,IMG_01742_annotation_001,Pothole,0.49,0.3693,0.2517,0.12
IMG_01742,IMG_01742_annotation_002,Pothole,0.4654,0.4633,0.0992,0.0627
IMG_01742,IMG_01742_annotation_003,Pothole,0.9096,0.3913,0.1725,0.076
IMG_01742,IMG_01742_annotation_004,Pothole,0.6021,0.248,0.1625,0.0587
IMG_01742,IMG_01742_annotation_005,Pothole,0.6204,0.1933,0.1008,0.032
IMG_01743,IMG_01743_annotation_000,Pothole,0.517,0.2624,0.4605,0.1295
IMG_01743,IMG_01743_annotation_001,Surface depression,0.1535,0.2095,0.1856,0.0571
IMG_01744,IMG_01744_annotation_000,Road patch failure,0.2095,0.1793,0.1108,0.1176
IMG_01744,IMG_01744_annotation_001,Road patch failure,0.375,0.2668,0.1797,0.091
IMG_01745,IMG_01745_annotation_000,Crack,0.5605,0.5468,0.6947,0.7766
IMG_01746,IMG_01746_annotation_000,Surface depression,0.1738,0.5657,0.3475,0.8651
IMG_01747,IMG_01747_annotation_000,Crack,0.7911,0.3069,0.374,0.5976
IMG_01748,IMG_01748_annotation_000,Surface depression,0.3122,0.8875,0.614,0.225
IMG_01749,IMG_01749_annotation_000,Pothole,0.4279,0.7373,0.3686,0.5185
IMG_01750,IMG_01750_annotation_000,Road patch failure,0.8944,0.696,0.2112,0.3291
IMG_01750,IMG_01750_annotation_001,Road patch failure,0.6125,0.4268,0.349,0.3415
IMG_01750,IMG_01750_annotation_002,Road patch failure,0.3107,0.1425,0.3009,0.2465
IMG_01751,IMG_01751_annotation_000,Surface depression,0.3812,0.7048,0.622,0.248
IMG_01752,IMG_01752_annotation_000,Surface depression,0.096,0.7913,0.1919,0.3991
IMG_01752,IMG_01752_annotation_001,Surface depression,0.2212,0.4872,0.2414,0.2583
IMG_01752,IMG_01752_annotation_002,Surface depression,0.3621,0.3075,0.1484,0.1503
IMG_01752,IMG_01752_annotation_003,Surface depression,0.4573,0.1845,0.096,0.1476
IMG_01752,IMG_01752_annotation_004,Surface depression,0.5691,0.1011,0.1484,0.1339
IMG_01753,IMG_01753_annotation_000,Pothole,0.7721,0.2046,0.4557,0.3185
IMG_01753,IMG_01753_annotation_001,Surface depression,0.2279,0.2838,0.4453,0.276
IMG_01754,IMG_01754_annotation_000,Manhole,0.3483,0.6915,0.587,0.4749
IMG_01755,IMG_01755_annotation_000,Manhole,0.6194,0.6548,0.6894,0.6905
IMG_01756,IMG_01756_annotation_000,Surface depression,0.6296,0.353,0.6729,0.3022
IMG_01757,IMG_01757_annotation_000,Pothole,0.5197,0.467,0.9036,0.5246
IMG_01758,IMG_01758_annotation_000,Manhole,0.3312,0.3307,0.2938,0.1254
IMG_01758,IMG_01758_annotation_001,Pothole,0.3302,0.181,0.5186,0.2252
IMG_01758,IMG_01758_annotation_002,Pothole,0.813,0.3627,0.374,0.2266
IMG_01758,IMG_01758_annotation_003,Pothole,0.3657,0.6307,0.3586,0.181
IMG_01759,IMG_01759_annotation_000,Surface depression,0.3902,0.2865,0.4045,0.2091
IMG_01760,IMG_01760_annotation_000,Road patch failure,0.3651,0.3875,0.2751,0.3462
IMG_01760,IMG_01760_annotation_001,Road patch failure,0.6684,0.7197,0.2681,0.4913
IMG_01761,IMG_01761_annotation_000,Surface depression,0.5914,0.3498,0.8172,0.6836
IMG_01762,IMG_01762_annotation_000,Surface depression,0.375,0.335,0.402,0.1695
IMG_01763,IMG_01763_annotation_000,Road patch failure,0.4167,0.3555,0.1788,0.0924
IMG_01763,IMG_01763_annotation_001,Road patch failure,0.754,0.3311,0.253,0.0686
IMG_01765,IMG_01765_annotation_000,Surface depression,0.5887,0.0688,0.7486,0.132
IMG_01765,IMG_01765_annotation_001,Surface depression,0.3963,0.6265,0.5256,0.747
IMG_01766,IMG_01766_annotation_000,Surface depression,0.4684,0.2104,0.9368,0.4208
IMG_01767,IMG_01767_annotation_000,Pothole,0.5509,0.5145,0.8983,0.4068
IMG_01768,IMG_01768_annotation_000,Surface depression,0.4621,0.2599,0.3739,0.209
IMG_01769,IMG_01769_annotation_000,Pothole,0.3004,0.7806,0.5628,0.2614
IMG_01769,IMG_01769_annotation_001,Road patch failure,0.498,0.4682,0.1474,0.1789
IMG_01769,IMG_01769_annotation_002,Road patch failure,0.6801,0.5912,0.2256,0.204
IMG_01770,IMG_01770_annotation_000,Surface depression,0.3067,0.1144,0.6133,0.2288
IMG_01771,IMG_01771_annotation_000,Pothole,0.2985,0.4096,0.5695,0.2034
IMG_01772,IMG_01772_annotation_000,Surface depression,0.4799,0.4,0.5982,0.3149
IMG_01773,IMG_01773_annotation_000,Surface depression,0.4379,0.2387,0.5826,0.3329
IMG_01774,IMG_01774_annotation_000,Pothole,0.2564,0.3439,0.3779,0.1832
IMG_01774,IMG_01774_annotation_001,Surface depression,0.6808,0.3147,0.4768,0.2496
IMG_01776,IMG_01776_annotation_000,Pothole,0.5055,0.1253,0.1878,0.0765
IMG_01777,IMG_01777_annotation_000,Pothole,0.4797,0.3965,0.388,0.4124
IMG_01778,IMG_01778_annotation_000,Pothole,0.4805,0.1526,0.2439,0.0742
IMG_01779,IMG_01779_annotation_000,Pothole,0.3139,0.246,0.4528,0.1394
IMG_01779,IMG_01779_annotation_001,Surface depression,0.6697,0.2446,0.3919,0.2897
IMG_01779,IMG_01779_annotation_002,Surface depression,0.6817,0.6824,0.6366,0.6351
IMG_01780,IMG_01780_annotation_000,Pothole,0.2752,0.1257,0.5247,0.2382
IMG_01780,IMG_01780_annotation_001,Surface depression,0.7218,0.6395,0.5563,0.7211
IMG_01780,IMG_01780_annotation_002,Surface depression,0.6858,0.1283,0.4245,0.2566
IMG_01781,IMG_01781_annotation_000,Surface depression,0.5052,0.2848,0.9896,0.2855
IMG_01782,IMG_01782_annotation_000,Surface depression,0.3556,0.5468,0.6572,0.9011
IMG_01783,IMG_01783_annotation_000,Surface depression,0.3404,0.5401,0.6808,0.9197
IMG_01784,IMG_01784_annotation_000,Pothole,0.3516,0.2829,0.5415,0.2206
IMG_01784,IMG_01784_annotation_001,Surface depression,0.7096,0.6987,0.5807,0.6027
IMG_01785,IMG_01785_annotation_000,Pothole,0.4683,0.3163,0.4496,0.1427
IMG_01786,IMG_01786_annotation_000,Pothole,0.5283,0.2028,0.6893,0.2646
IMG_01787,IMG_01787_annotation_000,Pothole,0.6101,0.6547,0.5405,0.3518
IMG_01788,IMG_01788_annotation_000,Surface depression,0.5307,0.5651,0.9386,0.8699
IMG_01789,IMG_01789_annotation_000,Surface depression,0.4156,0.2342,0.8313,0.4685
IMG_01790,IMG_01790_annotation_000,Pothole,0.6268,0.288,0.4112,0.0901
IMG_01791,IMG_01791_annotation_000,Manhole,0.1934,0.2468,0.3869,0.1116
IMG_01791,IMG_01791_annotation_001,Surface depression,0.5971,0.2992,0.3102,0.2192
IMG_01792,IMG_01792_annotation_000,Surface depression,0.5691,0.4167,0.7043,0.2123
IMG_01793,IMG_01793_annotation_000,Surface depression,0.4576,0.4315,0.8679,0.1098
IMG_01794,IMG_01794_annotation_000,Surface depression,0.5,0.585,1,0.8299
IMG_01795,IMG_01795_annotation_000,Pothole,0.7911,0.3173,0.3745,0.2289
IMG_01796,IMG_01796_annotation_000,Surface depression,0.5278,0.1819,0.8342,0.2759
IMG_01797,IMG_01797_annotation_000,Manhole,0.6528,0.1273,0.5562,0.1173
IMG_01797,IMG_01797_annotation_001,Surface depression,0.2949,0.2153,0.3087,0.1416
IMG_01797,IMG_01797_annotation_002,Surface depression,0.7976,0.2668,0.3363,0.1187
IMG_01798,IMG_01798_annotation_000,Surface depression,0.4477,0.4711,0.7598,0.4605
IMG_01799,IMG_01799_annotation_000,Surface depression,0.3084,0.1458,0.6167,0.2916
IMG_01799,IMG_01799_annotation_001,Manhole,0.7596,0.1125,0.1854,0.0326
IMG_01799,IMG_01799_annotation_002,Road patch failure,0.7397,0.3942,0.2614,0.0977
IMG_01800,IMG_01800_annotation_000,Surface depression,0.5207,0.8451,0.9586,0.3097
IMG_01801,IMG_01801_annotation_000,Surface depression,0.5647,0.5553,0.8707,0.8893
IMG_01802,IMG_01802_annotation_000,Surface depression,0.5,0.5511,1,0.8978
IMG_01803,IMG_01803_annotation_000,Surface depression,0.5018,0.7001,0.9965,0.5999
IMG_01805,IMG_01805_annotation_000,Surface depression,0.1962,0.2348,0.3924,0.3226
IMG_01805,IMG_01805_annotation_001,Surface depression,0.6887,0.2966,0.5367,0.1918
IMG_01806,IMG_01806_annotation_000,Surface depression,0.346,0.5589,0.3036,0.3039
IMG_01808,IMG_01808_annotation_000,Surface depression,0.5227,0.6344,0.9044,0.6097
IMG_01809,IMG_01809_annotation_000,Surface depression,0.8511,0.2433,0.2951,0.4867
IMG_01809,IMG_01809_annotation_001,Manhole,0.5573,0.0786,0.2166,0.0697
IMG_01809,IMG_01809_annotation_002,Surface depression,0.3059,0.1196,0.2667,0.2092
IMG_01810,IMG_01810_annotation_000,Surface depression,0.4886,0.6056,0.154,0.25
